@Relation art_testing.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
0.844,0.373,-0.74,0.258,-0.997,1
0.029,-0.102,0.226,0.678,-0.362,1
-0.011,0.038,-0.011,-0.205,0.089,-1
-0.015,-0.047,0.969,-0.254,0.866,-1
0.604,-0.287,0.541,0.817,-0.646,1
-0.4,0.616,-0.06,0.213,0.707,-1
-0.383,0.297,0.37,-0.948,-0.15,1
0.646,-0.751,-0.178,0.606,0.77,-1
0.413,0.575,-0.62,-0.125,0.421,1
-0.423,0.304,0.338,0.427,0.84,-1
0.4,-0.494,-0.499,-0.658,-0.259,1
0.323,-0.415,-0.247,-0.363,-0.664,1
-0.422,0.766,0.596,0.948,-0.728,1
-0.72,-0.33,0.802,-0.984,-0.137,1
0.561,-0.972,-0.975,0.475,0.439,-1
-0.517,-0.639,-0.545,0.617,-0.16,1
-0.87,0.917,0.111,0.221,-0.157,1
0.445,-0.775,-0.284,0.933,0.462,-1
-0.981,0.702,-0.864,-0.637,-0.688,1
0.309,0.833,-0.194,0.381,0.176,1
0.218,-0.646,0.842,0.986,-0.132,1
0.055,0.776,-0.108,-0.861,-1.0,1
0.577,0.768,0.815,0.319,-0.214,1
0.64,0.397,-0.51,0.294,0.109,1
0.477,-0.743,-0.403,0.57,0.357,-1
-0.6,0.518,-0.376,-0.265,0.165,-1
-0.496,-0.508,-0.23,0.015,0.398,1
-0.71,-0.415,0.32,0.554,0.592,1
-0.568,0.903,-0.318,-0.327,-0.732,1
-0.946,0.428,0.184,-0.48,0.182,1
0.486,-0.433,-0.178,0.804,-0.074,1
0.185,-0.533,0.69,0.985,0.612,1
0.303,-0.879,0.421,0.741,-0.197,1
0.53,-0.963,-0.847,0.449,0.003,1
-0.069,-0.892,-0.132,0.401,-0.991,1
0.842,0.814,-0.177,0.902,-0.032,1
-0.126,-0.522,-0.173,0.389,-0.532,1
0.964,-0.682,-0.865,-0.228,0.217,1
-0.266,0.737,0.732,0.397,-0.949,1
0.712,0.222,0.304,0.561,-0.068,1
-0.082,0.992,0.983,-0.101,-0.598,1
-0.85,-0.235,-0.74,0.233,0.722,-1
0.178,0.065,-0.261,-0.483,-0.332,1
0.565,-0.284,0.865,-0.93,0.075,-1
-0.848,-0.217,0.559,-0.373,0.696,1
0.502,-0.825,-0.08,0.022,-0.882,1
0.948,0.183,-0.829,-0.33,0.147,1
-0.433,-0.082,-0.331,-0.407,0.775,-1
0.993,-0.453,0.698,-0.068,0.375,-1
-0.406,-0.813,-0.735,-0.853,-0.238,1
0.381,0.177,-0.456,-0.984,0.517,1
0.533,0.216,-0.867,0.171,0.194,1
-0.837,-0.339,-0.014,0.421,0.374,1
-0.104,0.329,0.207,-0.918,0.333,-1
-0.376,0.3,0.029,0.954,0.703,-1
0.701,0.816,0.064,-0.143,0.155,1
0.234,-0.646,-0.437,0.105,0.358,-1
-0.47,-0.21,0.424,-0.693,-0.41,1
0.543,0.035,0.84,0.13,0.698,-1
-0.98,-0.827,-0.913,0.881,0.596,1
0.823,0.436,0.045,-0.099,-0.261,1
0.841,-0.044,-0.217,0.41,0.863,1
-0.998,-0.907,0.882,-0.384,0.165,1
0.918,0.542,-0.33,-0.484,0.485,1
-0.003,0.969,-0.264,-0.262,-0.978,1
-0.873,-0.685,-0.014,-0.727,0.342,1
-0.288,-0.998,0.725,0.354,0.219,1
0.351,0.992,-0.5,0.381,0.613,1
-0.866,-0.433,-0.388,-0.676,-0.725,1
0.889,0.545,-0.788,0.61,0.612,1
-0.01,-0.24,0.766,0.79,-0.099,1
-0.981,0.523,0.105,-0.523,-0.197,1
-0.62,-0.502,-0.473,-0.463,0.382,1
-0.118,0.848,0.359,-0.181,0.382,1
0.285,0.59,0.053,0.974,0.101,1
0.662,0.386,-0.591,-0.537,0.027,1
-0.267,0.275,0.321,0.098,0.342,-1
-0.847,-0.458,-0.965,0.303,0.734,1
0.181,0.461,-0.8,0.028,0.282,1
0.897,0.725,0.023,0.459,0.278,1
-0.693,0.967,0.03,-0.211,-0.305,1
0.747,0.416,-0.494,-0.547,0.153,1
0.341,0.011,0.778,0.309,0.175,-1
-0.409,-0.171,-0.065,-0.54,0.644,-1
-0.421,-0.752,-0.593,0.386,0.918,1
-0.432,0.28,0.509,-0.836,-0.191,1
-0.353,-0.968,-0.463,-0.965,-0.128,1
0.111,-0.02,-0.635,-0.769,0.422,-1
0.612,-0.791,0.623,0.711,0.03,1
-0.809,0.111,-0.948,0.71,0.357,-1
-0.072,0.612,0.561,0.301,-0.691,1
0.038,-0.63,-0.242,0.782,0.665,-1
-0.826,-0.132,-0.359,0.921,-0.618,1
0.838,-0.306,0.411,0.492,0.515,-1
0.554,0.697,-0.966,0.427,0.948,1
-0.566,-0.411,0.701,0.773,-0.17,1
-0.398,-0.974,0.674,0.363,-0.514,1
0.841,0.264,-0.464,-0.724,-0.84,1
-0.488,-0.347,0.31,0.172,0.735,1
-0.686,0.667,0.843,-0.041,0.889,-1
-0.336,-0.233,-0.611,-0.78,-0.958,1
-0.868,-0.557,-0.554,0.692,0.83,1
-0.584,0.402,-0.22,-0.958,-0.003,-1
0.112,0.024,-0.336,-0.089,-0.255,1
0.987,-0.914,-0.614,0.186,-0.062,1
-0.286,-0.081,0.989,0.271,0.283,1
-0.065,0.048,0.524,-0.632,0.781,-1
0.225,0.714,-0.489,-0.18,0.267,1
-0.498,-0.465,-0.444,0.537,-0.087,1
0.507,0.641,0.417,-0.933,0.615,1
0.161,-0.41,-0.096,0.614,0.805,-1
-0.51,0.453,-0.767,0.884,0.583,-1
-0.423,0.514,0.912,-0.89,0.477,-1
-0.132,-0.342,-0.074,0.928,0.11,1
-0.016,0.896,0.975,0.325,0.149,1
0.32,-0.962,0.856,0.661,0.438,1
0.127,0.302,0.842,0.021,-0.459,1
-0.307,-0.044,0.029,0.265,-0.694,1
0.425,0.365,0.423,0.074,-0.604,1
-0.827,0.287,-0.394,-0.921,-0.528,1
0.197,-0.338,-0.489,-0.986,0.681,-1
-0.376,0.809,-0.762,0.543,-0.99,1
-0.507,0.505,0.654,-0.786,0.694,-1
-0.562,-0.333,0.274,-0.2,0.788,1
0.046,0.361,0.252,0.127,0.881,-1
-0.518,0.993,0.628,0.471,-0.529,1
0.109,0.886,0.435,0.757,-0.587,1
0.169,0.548,0.592,0.274,-0.151,1
0.099,-0.138,0.229,-0.613,-0.187,1
0.016,0.04,-0.692,-0.876,-0.147,1
0.862,-0.472,-0.325,-0.149,-0.485,1
0.74,0.364,-0.336,-0.417,-0.494,1
-0.449,-0.185,0.285,-0.835,-0.04,1
-0.572,-0.798,0.376,-0.385,-0.009,1
-0.595,0.116,-0.282,-0.74,-0.689,1
0.577,-0.67,0.3,0.588,0.447,-1
-0.863,-0.994,0.733,0.852,-0.494,1
-0.082,-0.065,-0.041,0.601,-0.962,1
0.128,-0.082,0.216,0.257,-0.329,1
-0.929,-0.336,-0.415,-0.929,-0.197,1
0.786,0.849,0.117,-0.318,-0.128,1
-0.279,-0.631,-0.393,0.968,0.405,1
-0.476,-0.156,0.289,-0.758,0.862,-1
-0.034,0.099,-0.538,0.127,-0.473,1
-0.755,0.96,-0.889,-0.384,0.611,1
0.711,0.028,-0.3,0.919,-0.466,1
-0.208,0.035,-0.879,-0.738,0.095,-1
-0.892,0.418,-0.609,0.085,0.703,-1
0.908,0.872,0.569,-0.335,0.413,1
0.238,-0.289,0.951,-0.42,0.666,-1
0.325,0.491,0.959,0.162,0.133,-1
-0.839,0.123,-0.586,-0.519,-0.309,1
-0.838,0.693,-0.934,0.343,0.64,-1
-0.308,0.845,0.258,-0.966,-0.398,1
-0.132,-0.808,0.181,-0.37,0.798,1
0.803,-0.423,0.554,0.205,0.436,-1
-0.898,-0.382,0.715,0.043,-0.334,1
-0.613,-0.061,0.97,-0.504,0.664,1
-0.188,-0.174,-0.146,-0.04,-0.299,1
-0.33,0.939,0.164,0.864,-0.239,1
0.313,0.796,0.495,-0.654,0.946,-1
-0.851,0.759,0.016,-0.161,0.311,-1
-0.195,-0.504,-0.597,0.853,0.416,1
0.355,-0.142,0.417,0.748,0.586,-1
0.495,-0.485,0.572,-0.067,-0.782,1
-0.608,0.757,-0.916,-0.227,-0.922,1
0.542,-0.91,0.227,-0.403,0.817,-1
-0.438,0.524,-0.123,0.578,-0.242,1
-0.736,-0.663,-0.134,-0.669,-0.981,1
-0.102,0.151,-0.033,-0.697,-0.719,1
0.413,-0.604,-0.774,0.915,-0.473,1
0.671,-0.027,0.618,0.986,0.358,1
-0.226,-0.685,0.938,-0.784,-0.744,1
0.55,-0.706,0.784,-0.975,-0.121,1
-0.744,0.247,-0.246,0.473,0.019,1
-0.711,0.504,0.78,0.614,-0.448,1
-0.298,0.66,0.767,-0.218,0.473,-1
-0.979,0.497,-0.146,0.868,-0.046,1
-0.821,0.693,0.004,0.309,-0.346,1
-0.368,-0.646,0.925,-0.853,0.777,1
0.121,-0.065,0.707,0.404,-0.194,1
0.414,-0.206,0.167,-0.44,0.421,-1
-0.275,-0.104,0.461,0.122,0.774,-1
-0.96,-0.937,0.757,-0.116,-0.1,1
0.698,0.364,-0.814,-0.54,-0.209,1
0.597,0.75,-0.974,0.537,-0.151,1
0.101,-0.921,0.887,0.798,-0.04,1
-0.347,0.594,0.423,0.454,-0.154,1
-0.868,-0.017,0.871,0.618,0.695,1
-0.828,-0.453,0.214,-0.629,-0.408,1
0.143,0.484,-0.018,-0.403,-0.195,1
-0.424,0.548,-0.658,0.446,-0.297,1
0.148,0.56,-0.461,-0.221,0.566,1
-0.461,0.463,0.227,0.978,0.069,1
-0.893,0.014,-0.712,-1.0,0.771,-1
-0.473,0.274,-0.426,0.739,0.437,-1
-0.343,-0.386,0.856,-0.656,0.011,1
0.656,0.148,0.927,-0.643,0.351,-1
0.594,-0.823,0.388,0.164,0.365,1
0.53,-0.426,0.194,-0.589,0.718,-1
-0.517,-0.881,-0.786,-0.355,-0.749,1
0.284,0.996,0.786,0.383,0.301,1
-0.818,0.755,0.152,0.595,0.16,1
0.846,-0.379,0.653,0.238,0.761,-1
0.005,0.525,-0.11,-0.563,-0.653,1
0.609,-0.25,0.81,-0.868,-0.401,1
0.454,0.735,0.194,-0.517,0.463,1
-0.113,0.598,-0.82,0.194,0.873,1
-0.485,-0.371,0.019,0.02,-0.229,1
-0.535,-0.922,0.466,0.483,0.782,1
0.548,0.993,0.018,-0.537,-0.729,1
0.427,-0.331,-0.236,0.907,0.299,1
0.441,0.332,0.439,0.262,-0.83,1
-0.756,-0.738,0.416,-0.257,-0.152,1
-0.885,0.747,0.121,-0.247,0.543,-1
0.091,-0.464,-0.705,-0.062,-0.538,1
0.882,-0.247,0.707,-0.082,-0.829,1
-0.13,0.758,0.702,0.871,-0.318,1
0.726,0.655,-0.833,0.26,-0.413,1
0.34,-0.765,-0.238,-0.018,0.931,-1
-0.702,0.411,-0.651,-0.566,0.542,-1
0.854,0.408,0.935,0.486,0.564,1
0.49,-0.04,0.932,-0.554,-0.096,-1
0.418,0.917,0.15,-0.81,0.998,1
0.928,0.913,-0.108,-0.095,-0.542,1
-0.915,0.366,-0.211,-0.539,-0.032,1
0.928,0.072,-0.635,0.882,-0.926,1
0.333,0.002,0.3,0.091,0.319,-1
0.448,-0.146,-0.082,-0.075,-0.063,1
0.376,-0.906,-0.188,-0.429,-0.009,1
0.987,0.72,0.149,-0.24,0.54,1
-0.738,0.158,0.405,0.942,0.909,1
0.52,0.92,-0.881,-0.963,-0.84,1
0.299,0.812,-0.099,-0.264,-0.258,1
-0.228,0.079,-0.629,-0.909,0.221,-1
-0.444,0.884,-0.99,-0.548,0.193,1
-0.967,0.716,-0.676,-0.468,-0.245,1
-0.716,-0.758,0.472,-0.661,-0.579,1
0.482,0.748,-0.535,0.266,0.476,1
0.853,-0.405,0.296,0.958,0.312,1
-0.608,0.053,-0.983,-0.147,-0.831,1
-0.54,-0.199,0.351,-0.723,-0.657,1
0.872,-0.059,0.971,-0.229,0.563,-1
0.095,-0.568,-0.86,0.06,0.885,-1
0.771,0.75,-0.409,0.546,0.004,1
0.278,-0.455,0.112,0.875,0.69,-1
0.956,-0.113,0.122,0.022,-0.514,1
0.02,0.328,0.876,0.659,0.491,-1
-0.093,-0.363,-0.835,-0.75,0.697,-1
0.332,-0.705,-0.554,0.995,-0.49,1
-0.337,-0.146,0.044,0.618,-0.55,1
-0.201,0.191,0.963,0.762,0.764,1
0.422,0.803,0.487,-0.347,0.62,1
-0.182,0.483,0.184,0.157,-0.284,1
-0.55,0.647,0.568,0.544,-0.925,1
-0.776,-0.399,0.458,0.674,0.007,1
-0.987,-0.857,0.371,-0.458,-0.226,1
-0.901,-0.742,-0.848,-0.298,0.207,1
-0.338,0.407,-0.895,-0.988,0.593,-1
-0.918,-0.437,-0.086,-0.659,-0.727,1
-0.84,-0.287,0.917,-0.608,-0.857,1
-0.537,0.55,0.051,0.63,0.355,-1
-0.635,0.277,0.733,-0.957,-0.308,1
-0.042,-0.625,0.873,-0.564,0.174,1
0.945,0.222,0.136,-0.667,0.285,1
0.775,-0.231,0.923,-0.81,-0.676,1
0.406,0.802,-0.255,-0.388,0.659,1
0.285,0.446,-0.703,0.953,0.526,1
0.573,-0.61,-0.772,-0.695,-0.601,1
0.76,-0.917,0.954,-0.316,-0.078,1
0.976,0.616,0.493,0.439,-0.139,1
0.311,-0.284,0.032,0.799,-0.78,1
-0.943,-0.967,-0.934,0.909,-0.736,1
0.162,0.247,0.324,0.221,0.472,-1
0.869,-0.806,-0.083,-0.768,0.307,-1
0.87,0.004,-0.24,0.53,0.331,1
0.775,0.335,-0.149,-0.34,0.722,1
0.044,-0.729,-0.159,-0.406,-0.332,1
-0.179,-0.349,-0.771,-0.025,0.997,-1
0.977,0.269,-0.753,0.522,-0.794,1
0.619,0.139,-0.609,-0.183,0.733,1
-0.838,-0.339,0.035,0.574,-0.987,1
-0.401,-0.921,0.772,-0.529,0.579,1
0.726,-0.91,-0.738,0.046,-0.072,1
-0.887,0.293,0.146,0.884,0.147,1
0.648,0.481,-0.133,0.71,-0.468,1
-0.441,-0.224,-0.181,0.521,0.335,1
0.452,0.526,-0.371,-0.117,-0.451,1
0.514,-0.682,0.998,0.086,-0.453,1
0.909,-0.169,-0.38,-0.099,0.137,1
0.529,-0.823,0.565,0.449,-0.188,1
0.742,0.958,0.905,0.798,-0.411,1
0.286,0.073,-0.697,0.899,-0.651,1
0.903,0.132,-0.462,0.415,-0.514,1
-0.595,-0.032,-0.808,0.955,-0.582,1
0.771,-0.782,0.478,-0.027,0.555,-1
-0.984,0.572,0.492,0.233,0.148,1
-0.163,0.47,0.355,0.272,0.338,-1
0.593,0.759,0.136,-0.225,0.457,1
0.336,0.272,0.265,0.302,-0.552,1
0.801,0.747,-0.093,0.757,0.417,1
0.211,0.061,-0.724,0.58,-0.902,1
0.555,-0.111,0.938,0.485,0.419,-1
0.81,-0.429,0.967,0.063,0.951,-1
-0.966,-0.239,-0.129,-0.545,-0.084,1
-0.376,0.736,0.434,0.146,0.946,-1
0.797,0.238,0.161,-0.293,-0.085,1
0.608,0.321,-0.933,-0.095,-0.556,1
-0.866,0.281,0.03,-0.291,-0.604,1
0.567,-0.525,0.088,-0.942,-0.271,1
-0.568,0.134,-0.93,0.194,0.979,-1
-0.515,0.455,0.878,-0.225,-0.1,1
0.321,0.835,0.313,-0.946,0.258,1
0.181,0.979,0.025,-0.663,0.994,1
0.084,0.602,-0.498,0.401,0.748,1
0.516,-0.891,0.691,-0.966,0.0,1
-0.053,0.609,0.264,-0.962,-0.481,1
0.461,0.408,-0.45,-0.816,-0.282,1
0.928,-0.355,-0.082,0.208,-0.05,1
0.207,-0.481,0.091,-0.006,0.535,-1
-0.607,-0.377,0.526,0.078,-0.482,1
0.036,-0.51,-0.891,0.951,0.768,-1
0.364,-0.884,-0.604,0.052,-0.338,1
0.967,-0.265,-0.561,-0.459,-0.609,1
0.302,0.569,-0.742,0.313,-0.147,1
0.735,-0.123,-0.513,0.632,0.396,1
0.776,-0.05,-0.546,0.428,0.989,1
0.398,-0.738,0.026,0.866,-0.444,1
0.533,0.107,0.868,-0.232,0.568,-1
0.932,0.746,-0.227,-0.387,0.717,1
0.781,0.372,-0.626,-0.873,0.089,1
0.166,0.927,-0.364,0.59,0.569,1
0.804,0.349,-0.933,-0.664,-0.924,1
-0.732,0.495,0.764,-0.473,-0.113,1
-0.023,-0.843,-0.299,-0.816,-0.186,1
0.925,-0.503,-0.022,0.445,-0.904,1
-0.482,0.174,0.215,-0.714,-0.203,1
0.087,-0.255,-0.701,-0.52,-0.486,1
0.601,-0.339,-0.596,0.449,-0.05,1
-0.513,-0.698,0.883,-0.647,0.098,1
0.349,0.577,-0.417,-0.766,0.112,1
-0.392,-0.269,-0.81,-0.68,0.577,-1
0.115,-0.167,-0.797,-0.439,-0.576,1
0.734,-0.444,0.018,0.475,-0.523,1
0.224,-0.841,0.946,-0.743,0.33,1
-0.01,-0.655,-0.266,-0.551,-0.43,1
-0.578,0.981,-0.727,-0.565,0.406,1
0.318,-0.021,0.859,0.142,-0.802,1
-0.644,0.597,0.816,0.79,0.786,-1
-0.309,0.493,-0.125,-0.294,-0.243,1
-0.848,-0.791,0.549,0.97,0.014,1
-0.297,0.341,-0.775,0.971,-0.249,1
-0.332,0.109,0.119,-0.308,0.089,-1
0.637,-0.362,-0.183,0.269,-0.92,1
-0.597,-0.351,-0.895,0.366,0.207,1
0.057,0.628,0.686,-0.316,-0.323,1
0.692,-0.331,-0.026,0.496,-0.463,1
0.522,0.062,0.367,0.853,-0.423,1
0.163,0.589,0.578,0.76,0.931,-1
-0.794,0.438,-0.36,-0.78,-0.166,-1
-0.35,0.339,0.868,-0.531,-0.8,1
-0.606,-0.435,0.645,-0.111,-0.346,1
0.449,-0.194,0.564,0.916,-0.376,1
0.093,0.366,-0.157,0.484,0.017,1
-0.424,0.437,-0.715,-0.493,0.159,1
-0.365,0.048,-0.534,0.201,0.981,-1
-0.523,0.532,-0.636,-0.167,0.453,-1
0.367,0.37,0.576,0.828,-0.448,1
-0.714,0.196,-0.331,0.92,-0.126,1
-0.087,0.72,0.08,-0.96,-0.047,1
-0.732,-0.253,-0.073,-0.946,0.804,1
-0.029,-0.555,0.301,0.464,-0.576,1
0.869,0.112,0.803,-0.565,0.514,-1
-0.876,-0.853,0.236,0.321,-0.403,1
-0.639,-0.354,0.274,0.524,0.367,1
-0.789,-0.25,-0.846,-0.536,-0.495,1
-0.557,-0.636,0.911,-0.475,0.155,1
0.603,0.815,-0.002,-0.934,-0.077,1
-0.551,0.366,-0.404,-0.137,0.472,-1
0.588,-0.761,-0.154,0.727,-0.141,1
-0.042,0.246,-0.658,0.941,-0.122,1
-0.373,0.67,-0.028,0.421,0.317,-1
-0.129,0.668,-0.141,0.857,-0.549,1
-0.047,0.133,-0.684,-0.861,0.193,-1
-0.282,-0.799,-0.06,-0.973,0.641,1
0.008,0.987,0.193,-0.933,0.205,1
-0.643,-0.655,0.044,0.29,-0.073,1
-0.953,-0.092,-0.319,-0.976,0.529,1
0.973,-0.73,-0.619,-0.632,0.433,-1
0.716,-0.679,-0.935,-0.964,0.865,-1
-0.04,0.803,0.324,-0.99,0.684,-1
0.733,-0.053,0.63,0.385,0.69,-1
0.908,0.349,0.247,-0.37,0.082,1
-0.249,-0.028,-0.187,-0.687,-0.059,-1
-0.091,0.728,0.545,0.502,0.057,1
0.933,-0.938,-0.212,-0.745,-0.077,-1
0.974,0.669,0.405,0.942,0.728,1
-0.279,-0.798,-0.054,-0.968,0.342,1
-0.293,0.181,-0.285,0.661,0.795,-1
-0.32,-0.608,-0.405,-0.699,0.361,1
-0.973,0.942,-0.769,-0.689,-0.633,1
-0.79,0.601,0.658,-0.163,-0.21,1
0.463,-0.753,-0.744,-0.542,0.449,-1
0.291,0.599,0.966,0.504,0.624,-1
-0.696,0.249,-0.833,0.532,-0.271,1
0.354,-0.013,-0.209,-0.5,-0.58,1
-0.961,-0.582,0.479,-0.287,-0.773,1
0.005,-0.138,0.901,-0.819,0.8,-1
-0.5,-0.522,-0.287,0.35,-0.364,1
-0.524,-0.09,-0.245,0.349,0.375,1
0.234,-0.206,0.951,-0.044,-0.113,1
-0.506,0.616,-0.159,-0.122,0.757,-1
0.435,-0.193,0.569,0.277,0.265,-1
-0.429,-0.67,-0.398,0.881,0.101,1
-0.7,-0.982,0.871,0.105,-0.362,1
0.454,0.21,0.844,-0.175,0.043,-1
-0.358,-0.535,-0.03,0.734,-0.342,1
0.194,0.895,0.423,0.874,0.599,1
-0.709,0.584,0.918,-0.553,-0.349,1
-0.542,-0.026,0.484,0.718,0.066,1
0.876,0.035,-0.824,0.983,0.951,1
0.091,0.676,0.187,-0.421,-0.776,1
-0.45,-0.479,0.238,-0.965,0.16,1
-0.756,-0.501,-0.038,-0.942,0.3,1
-0.073,-0.634,0.544,0.71,0.927,1
0.472,-0.483,0.104,0.398,0.874,-1
-0.422,-0.801,-0.692,0.697,-0.991,1
0.238,-0.165,0.082,-0.201,0.724,-1
0.637,-0.05,-0.913,-0.286,0.69,1
0.615,0.168,0.259,-0.618,0.041,1
0.761,-1.0,-0.98,0.25,-0.25,1
-0.625,-0.666,0.434,-0.21,-0.392,1
0.174,-0.371,-0.68,-0.949,-0.022,-1
-0.037,-0.138,-0.719,-0.525,0.0,-1
-0.657,0.191,-0.164,-0.986,-0.96,1
0.376,-0.283,-0.054,0.394,-0.734,1
-0.114,-0.76,0.367,0.012,-0.071,1
0.111,-0.143,0.174,0.736,0.857,-1
0.787,-0.546,0.997,0.024,-0.503,1
-0.04,-0.164,-0.882,0.586,-0.562,1
-0.692,-0.522,-0.048,0.519,-0.477,1
-0.085,-0.696,-0.418,0.293,0.691,-1
-0.219,-0.108,-0.867,-0.021,-0.518,1
-0.223,0.699,-0.778,-0.217,-0.295,1
-0.838,-0.176,-0.981,-0.026,0.121,1
0.064,0.186,0.906,-0.283,-0.535,1
0.289,-0.247,-0.83,0.704,-0.41,1
0.83,-0.205,0.335,0.178,0.964,-1
-0.541,0.972,0.668,-0.183,0.6,-1
-0.847,-0.102,0.151,-0.172,0.518,1
0.724,0.005,-0.125,0.953,-0.122,1
0.461,-0.194,-0.943,0.492,0.614,1
0.604,-0.331,-0.416,0.095,-0.702,1
0.355,0.078,0.277,0.443,0.133,1
0.392,0.71,0.551,0.694,-0.332,1
-0.844,0.627,-0.515,-0.798,0.613,-1
0.686,0.58,0.734,0.732,0.673,1
0.19,-0.29,-0.689,0.572,0.668,-1
0.12,0.088,-0.623,-0.048,-0.95,1
-0.91,-0.743,0.104,-0.929,0.183,1
0.736,0.687,0.986,0.092,0.064,1
-0.181,0.686,0.612,-0.739,-0.543,1
-0.831,-0.41,-0.027,-0.961,-0.333,1
-0.169,0.34,0.789,-0.537,-0.178,1
0.245,0.822,0.308,-0.609,0.707,1
0.498,-0.454,0.665,0.209,-0.42,1
-0.902,0.516,-0.867,-0.387,-0.853,1
-0.187,-0.867,0.99,0.703,-0.325,1
0.857,-0.052,0.218,-0.541,0.155,1
0.182,0.041,-0.03,0.511,-0.758,1
-0.034,0.093,-0.247,0.099,-0.905,1
-0.885,0.85,-0.907,0.865,-0.116,1
-0.08,0.533,-0.484,0.203,0.919,1
0.244,-0.353,-0.813,0.328,0.97,-1
-0.571,0.016,0.232,-0.076,0.786,-1
-0.584,-0.476,-0.904,-0.957,-0.797,1
-0.082,0.762,0.598,0.326,0.696,-1
-0.085,0.72,0.968,-0.743,-0.287,1
-0.155,-0.62,0.512,-0.411,0.687,1
-0.719,0.856,0.567,-0.677,-0.711,1
-0.538,0.316,0.23,-0.493,-0.406,1
0.061,0.4,-0.748,0.358,0.153,1
0.525,-0.336,-0.753,-0.477,0.549,-1
0.456,0.135,-0.653,0.634,-0.887,1
0.188,0.728,-0.392,-0.662,0.85,1
0.725,0.069,-0.161,-0.107,-0.948,1
-0.86,-0.909,-0.495,0.436,-0.69,1
-0.14,-0.999,0.936,0.742,0.169,1
-0.128,0.117,-0.981,0.232,-0.282,1
0.68,-0.356,-0.779,-0.94,0.647,1
-0.681,0.689,0.879,0.747,0.962,-1
0.239,-0.094,0.801,-0.907,-0.226,1
-0.818,-0.945,0.295,0.323,0.961,1
-0.447,0.757,0.943,-0.16,-0.578,1
0.798,-0.213,-0.448,-0.621,-0.086,1
-0.708,0.809,-0.018,0.511,-0.141,1
-0.369,-0.171,-0.776,-0.804,-0.383,1
0.666,0.531,-0.666,-0.185,-0.808,1
0.088,-0.711,-0.889,-0.766,-0.69,1
0.628,-0.739,0.975,-0.264,-0.573,1
-0.493,0.283,0.73,-0.385,-0.799,1
-0.497,-0.52,-0.414,-0.179,0.884,1
0.981,0.145,0.657,0.371,0.221,1
0.12,0.447,0.174,0.384,0.73,-1
-0.178,-0.086,-0.011,0.634,-0.135,1
-0.63,0.331,0.765,-0.704,-0.045,1
-0.464,-0.563,-0.309,0.646,0.411,1
0.76,-0.452,0.263,-0.153,-0.454,1
0.172,-0.298,-0.47,0.929,-0.649,1
-0.339,0.408,0.423,-0.388,-0.036,-1
0.365,-0.903,-0.913,-0.317,-0.741,1
-0.309,-0.966,-0.49,0.478,0.7,1
0.94,0.898,-0.615,-0.167,0.076,1
-0.686,-0.235,0.456,0.646,-0.22,1
0.513,0.842,0.557,-0.938,0.301,1
0.049,-0.218,-0.769,0.052,-0.935,1
-0.158,-0.82,0.516,-0.791,-0.174,1
-0.512,0.576,-0.92,0.858,-0.05,1
-0.488,0.854,-0.214,-0.313,0.619,-1
-0.17,-0.582,-0.18,0.586,-0.118,1
0.811,-0.885,-0.815,-0.397,-0.639,1
-0.015,0.757,0.785,-0.253,0.814,-1
0.997,-0.021,-0.515,0.472,0.61,1
0.409,-0.458,-0.145,0.599,0.594,-1
-0.21,-0.406,-0.81,0.136,0.508,-1
-0.3,0.818,-0.079,-0.767,0.376,-1
0.044,-0.843,-0.693,-0.722,-0.859,1
0.137,-0.868,0.403,-0.384,-0.672,1
0.596,0.863,0.487,-0.318,-0.709,1
-0.918,0.726,-0.211,0.268,-0.321,1
-0.815,-0.578,-0.814,0.537,0.605,1
0.304,0.16,0.653,0.389,-0.554,1
0.124,0.253,-0.817,-0.674,-0.951,1
-0.71,-0.442,0.576,-0.549,-0.739,1
0.766,-0.681,-0.904,0.663,0.37,1
0.346,0.573,-0.079,0.392,0.122,1
-0.566,-0.11,-0.725,0.536,-0.739,1
0.48,-0.536,0.491,-0.622,-0.36,1
-0.677,-0.431,-0.898,-0.922,-0.548,1
-0.167,-0.934,0.889,0.31,-0.516,1
-0.498,-0.013,0.521,-0.941,-0.308,1
0.859,-0.704,0.212,0.952,0.568,-1
0.238,0.19,0.884,0.187,-0.21,1
-0.198,-0.026,-0.717,0.895,0.625,-1
0.783,-0.669,0.311,-0.057,0.903,-1
0.461,-0.351,0.173,-0.67,-0.36,1
-0.221,-0.083,0.679,0.725,0.368,1
-0.352,-0.214,0.567,0.214,-0.444,1
-0.293,0.575,0.785,0.526,-0.307,1
0.666,-0.227,0.158,-0.406,0.527,-1
-0.008,0.069,-0.452,0.201,-0.442,1
0.566,0.198,0.316,-0.89,0.896,-1
-0.427,0.129,0.13,0.687,0.343,1
0.409,-0.223,0.663,0.556,-0.332,1
-0.13,0.725,0.584,-0.364,-0.531,1
-0.163,0.393,0.534,0.483,-0.908,1
0.012,-0.274,0.025,-0.321,-0.165,1
0.862,-0.446,-0.577,-0.486,-0.097,1
0.988,-0.21,-0.561,-0.218,0.086,1
-0.92,-0.801,-0.143,0.209,0.433,1
