@Relation Hao_training_B.arff

@ATTRIBUTE 1 NUMERIC
@ATTRIBUTE 2 NUMERIC
@ATTRIBUTE 3 NUMERIC
@ATTRIBUTE 4 NUMERIC
@ATTRIBUTE 5 NUMERIC
@ATTRIBUTE 6 NUMERIC
@ATTRIBUTE 7 NUMERIC
@ATTRIBUTE 8 NUMERIC
@ATTRIBUTE 9 NUMERIC
@ATTRIBUTE 10 NUMERIC
@ATTRIBUTE 11 NUMERIC
@ATTRIBUTE 12 NUMERIC
@ATTRIBUTE win {-1,1}

@DATA
-0.858,0.205,0.695,-0.849,0.723,0.395,0.734,-0.183,-0.892,0.151,-0.292,-0.072,1
-0.564,0.811,0.116,-0.947,-0.205,0.543,0.678,-0.441,0.621,-0.503,0.786,0.705,1
0.496,0.281,0.783,0.523,-0.478,0.001,-0.925,0.121,0.78,0.693,-0.581,-0.751,1
-0.834,-0.865,0.028,-0.947,0.179,0.056,0.773,0.239,-0.768,-0.628,-0.256,-0.917,1
0.514,0.76,0.644,-0.69,-0.257,-0.103,-0.091,-0.293,0.662,0.218,-0.197,-0.149,1
-0.803,-0.874,0.184,-0.89,-0.885,0.832,0.474,-0.204,0.665,-0.508,-0.414,-0.755,1
-0.927,-0.31,0.838,0.766,-0.728,-0.695,-0.433,-0.744,0.109,0.686,-0.01,0.222,1
-0.069,-0.178,-0.768,-0.223,0.472,0.301,-0.456,-0.527,0.895,-0.896,0.917,0.477,1
0.849,-0.163,-0.875,0.759,0.887,-0.198,0.333,0.009,-0.287,0.882,-0.649,-0.634,1
0.49,-0.538,-0.783,0.262,0.262,0.837,0.156,-0.893,0.488,0.757,0.275,0.598,1
-0.003,0.704,-0.087,-0.541,-0.465,-0.263,-0.159,0.491,0.867,0.65,0.207,-0.146,1
0.783,-0.386,0.226,-0.145,0.085,0.335,0.864,-0.371,-0.339,0.16,-0.165,0.532,1
